Age,Source of Wealth,Self-Made Score,Philanthropy Score,Residence,Citizenship,Marital Status,Children,Education
60,"Department stores, Self Made",,,"Brusque, Brazil",Brazil,Married,3,
70,"Investment, Self Made",,,"London, United Kingdom",Australia,Married,4,"Master of Business Administration, Harvard Business School; Master of Science, University of New South Wales; Bachelor of Arts/Science, University of Sydney"
60,"Pharmaceuticals, Self Made",,,"Shaoxing, China",China,,,"Bachelor of Arts/Science, Shaoxing University; Master of Business Administration, Zhejiang University"
72,"Investments, Self Made",6,2,"New York, New York",United States,Married,3,"Bachelor of Arts/Science, Harvard University; Master of Business Administration, Harvard University"
52,Samsung,,,"Seoul, South Korea",South Korea,Divorced,1,"Bachelor of Arts/Science, Yonsei University"
55,"Lithium, Self Made",,,"Xinyu, China",China,,,
54,"Manufacturing, Self Made",,,"Shanghai, China",China,Married,,
59,"Pharmaceuticals, power",,,"Ahmedabad, India",India,Married,2,
69,"Pharmaceuticals, power",,,"Ahmedabad, India",India,Married,2,
61,"Mining, commodities, Self Made",,,"Zug, Switzerland",Greece,Married,1,"Bachelor of Arts/Science, London School of Economics"
73,Real estate,,,"Beverly Hills, California",United States,Married,,"Doctor of Jurisprudence, Pepperdine Caruso School of Law; Bachelor of Arts/Economics, University of Colorado at Boulder"
86,"Cars, Self Made",8,1,"Birmingham, Michigan",United States,Married,5,"Drop Out, Lehigh University"
69,"Construction, Self Made",,,"Dubai, United Arab Emirates",India,Married,2,
74,"Private equity, Self Made",9,4,"Bethesda, Maryland",United States,Divorced,3,"Bachelor of Arts/Science, Duke University; Doctor of Jurisprudence, University of Chicago"
70,"Energy drinks, Self Made",,,"Irvine, California",United Kingdom,,,
72,"Ticketing service, Self Made",,,"Bremen, Germany",Germany,Married,,
84,"Oil & gas, investments",1,5,"Tulsa, Oklahoma",United States,Widowed,3,"Drop Out, University of Miami"
77,Packaging,,,"Bologna, Italy",Italy,,,
61,"Retail, Self Made",,,"Beijing, China",China,Married,1,"Master of Arts, Zhongnan University of Economics and Law"
66,Investment banking,4,1,"Little Rock, Arkansas",United States,Married,3,"Master of Business Administration, Wake Forest University School of Business; Bachelor of Arts/Science, Washington & Lee University"
67,Medical equipment,1,3,"Fort Collins, Colorado",United States,Divorced,3,"Drop Out, University of Northern Colorado"
52,"Transport, engineering, real estate, Self Made",,,"Moscow, Russia",Russia,Married,2,"Master of Laws, Moscow State University"
49,Software,,,"Heidelberg, Germany",Germany,,,
53,Software,,,"Wiesloch, Germany",Germany,,,
67,"Electronic trading, Self Made",9,1,"New York, New York",United States,Married,3,"Doctor of Jurisprudence, New York Law School; Bachelor of Arts/Science, United States Military Academy"
67,"Wine, Self Made",,,"Daye, China",China,,,
81,"Casinos, hotels, Self Made",8,1,"Palm Beach, Florida",United States,Married,2,"Bachelor of Arts/Science, University of Pennsylvania"
66,"Video games, Self Made",8,1,"Franklin, Tennessee",United States,Married,2,"Bachelor of Arts/Science, Tennessee Technological University"
88,"Auto parts, Self Made",,,"Changzhou, China",China,,,
77,"Auto parts, Self Made",,,"Fuqing, China",Hong Kong,Married,3,
53,"Online gambling, Self Made",,,"Stoke-On-Trent, United Kingdom",United Kingdom,Married,2,
38,"Investments, Self Made",,,"Bal Harbour, Florida",Canada,Married,,
55,"Flavorings, Self Made",,,"Chengdu, China",China,Married,,
73,"Paints, Self Made",,,"Delhi, India",India,Married,3,"Bachelor of Arts/Science, Punjab University"
75,"Paints, Self Made",,,"Delhi, India",India,Married,3,"Bachelor of Science, Delhi University"
78,"Investments, Self Made",,,"Wilen, Switzerland",Switzerland,Married,,"Doctorate, University of Florida; Bachelor of Arts/Science, University of Zurich"
85,"Aviation, Self Made",,,"Paris, France",France,,,
50,"Real estate, Self Made",,,"Moscow, Russia",Russia,Single,,"Bachelor of Arts/Science, Togliatti Academy of Management"
46,"Digital advertising, Self Made",8,1,"Newbury Park, California",United States,,,
62,"Netflix, Self Made",7,3,"Santa Cruz, California",United States,Married,2,"Bachelor of Arts/Science, Bowdoin College; Master of Science, Stanford University"
82,"Education, Self Made",,,"Lucerne, Switzerland",Sweden,Married,4,
73,"Cosmetics, Self Made",,,"Sao Jose dos Pinhais, Brazil",Brazil,Married,2,
73,Palm oil,,,"Singapore, Singapore",Singapore,Married,4,
53,Estee Lauder,4,,"New York, New York",United States,Married,2,"Bachelor of Arts/Science, University of Pennsylvania"
,"Meat processing, Self Made",6,1,,United States,,3,
71,"Glass, Self Made",,,"Hong Kong, Hong Kong",China,,,
68,"Chemical industry, Self Made",,,"Saint Petersburg, Russia",Russia,Married,1,"Master of Science, Saint Petersburg Mining University"
60,"Mining, commodities, Self Made",,,"Kanton Schwyz, Switzerland",Spain,Married,2,"Bachelor of Arts/Science, Universidad Comercial de Deusto; Law Degree, Universidad Comercial de Deusto"
46,"Readymade garments, Self Made",,,"Kolkata, India",India,Married,1,"B.Com, St Xavier's College Calcutta"
68,"Diversified, Self Made",,,"Monaco, Monaco",United Kingdom,Separated,2,"Bachelor of Arts/Science, University of London"
67,"Private equity, Self Made",8,2,"Providence, Rhode Island",United States,"Widowed, Remarried",3,"Bachelor of Arts/Science, Brown University; Master of Business Administration, Harvard University"
72,"Real estate, Self Made",,,"Hong Kong, Hong Kong",Hong Kong,Married,2,
59,Real estate,,,"New York, New York",Germany,Married,2,
52,"Banking, Self Made",,,Switzerland,Russia,Married,2,"Bachelor of Arts/Science, Ural State Technical University"
64,"Hotels, investments",3,3,"Chicago, Illinois",United States,Married,2,"Bachelor of Arts/Science, Harvard University; Master of Business Administration, Stanford Graduate School of Business; Doctor of Jurisprudence, Stanford University"
79,Diversified,,,"Jakarta, Indonesia",Indonesia,Married,3,"Bachelor of Arts/Science, Bandung Institute of Technology"
67,"Fashion, Self Made",,,"Bassano del Grappa, Italy",Italy,Divorced,7,
81,Publishing,,,"Berlin, Germany",Germany,Widowed,,
75,"Real estate, Self Made",,,"Hong Kong, Hong Kong",Hong Kong,Widowed,2,
35,"Stock brokerage, Self Made",,,"Almaty, Kazakhstan",Kazakhstan,Married,5,"Bachelor of Science, Moscow State Technical University"
75,"Nutrition, wellness products, Self Made",10,3,"Idaho Falls, Idaho",United States,Married,14,"Bachelor of Arts/Science, Brigham Young University"
54,"Online games, Self Made",,,"Jeju-do, South Korea",South Korea,Widowed,2,
,Diversified,,,"Dubai, United Arab Emirates",United Arab Emirates,,,
94,Diversified,,,"Istanbul, Turkey",Turkey,Married,,
62,"Real estate, investments",5,2,"Beverly Hills, California",United States,Single,,"Bachelor of Arts/Science, New York University"
85,"Oil & gas, Self Made",7,1,"The Woodlands, Texas",United States,Married,,
91,"Art, car dealerships, Self Made",9,2,"Miami, Florida",United States,Married,2,"Bachelor of Arts/Science, Temple University"
66,"Software, investments",,,"Zurich, Switzerland",Switzerland,Married,2,
70,"Pharmaceuticals, Self Made",,,"Luancheng, China",China,,,"Master, Chinese Academy of Social Sciences; Master of Business Administration, Nankai University"
80,Spirits,,,"Paris, France",France,Married,1,
,Real estate,,,"Hong Kong, Hong Kong",Hong Kong,Widowed,2,
60,"Hair care products, Self Made",9,1,"Clearwater, Florida",United States,Married,,"Drop Out, High School"
63,"Real estate, Self Made",,,"Guangzhou, China",China,Married,1,
74,"Private equity, Self Made",8,4,"McLean, Virginia",United States,Married,1,"Bachelor of Arts/Science, Dartmouth College"
96,"Drugstores, Self Made",,,"Montreal, Canada",Canada,Married,5,
79,"Auto parts, distribution",,,,Belgium,,,
76,Shopping centers,5,2,"Tampa, Florida",United States,Married,3,"Bachelor of Arts/Science, Notre Dame University"
57,"Private equity, Self Made",8,1,"St. John, U.S. Virgin Islands",United States,Married,3,"Bachelor of Science, Cornell University"
62,"Copper, education, Self Made",,,"Zhuji, China",China,Married,2,"Master of Business Administration, Zhejiang University"
66,"Used cars, Self Made",9,1,"Tempe, Arizona",United States,Married,,"Drop Out, University of Arizona"
76,"Frozen foods, Self Made",,,"Singapore, Singapore",Singapore,Married,3,
75,Banking,,,"Mexico City, Mexico",Mexico,Married,3,"Bachelor of Science in Engineering, Universidad Nacional Autonoma de Mexico"
67,Hearing aids,,,"Milan, Italy",Italy,Married,,
64,"Real estate, Self Made",,,"Shenzhen, China",China,Married,2,"Bachelor of Arts/Science, Wuhan U of  Science & Tec"
67,Chemicals,,,"Delhi, India",India,Married,2,"Master of Business Administration, Indian Institute of Management, Ahmedabad; Bachelor of Arts/Science, St Stephen's College (India)"
72,"Fashion retail, Self Made",,,"Brunswick, Germany",Germany,Married,3,
51,"Pharmaceuticals, Self Made",,,"Grimisuat, Switzerland",Russia,,,"Master of Science, Novosibirsk State University"
73,"Supermarkets, Self Made",,,"Taipei, Taiwan",Taiwan,Married,2,
67,"Electronics, Self Made",,,"Xiamen, China",China,Married,4,"Bachelor of Arts/Science, Xiamen University"
72,Consumer goods,,,"Mumbai, India",India,Married,2,"Bachelor of Arts/Science, University of Mumbai"
59,"Laboratory services, Self Made",,,"Nantes, France",France,Married,,"Bachelor of Arts/Science, Ecole centrale de Paris; Master, Syracuse University; Ph.D, Syracuse University"
68,Pharmaceuticals,,,"Basel, Switzerland",Switzerland,Married,,
67,"Hedge funds, Self Made",9,3,"New York, New York",United States,Married,2,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, New York University"
68,Pharmaceuticals,,,"Mumbai, India",India,Married,2,"Bachelor of Arts/Science, University of Mumbai; Master of Business Administration, University of Mumbai"
71,"Fashion retail, Self Made",,,"Wenzhou, China",China,Married,2,
86,Sports apparel,,,"London, United Kingdom",United Kingdom,Married,4,
65,Liquor,4,1,"Delray Beach, Florida",United States,Married,,"Law Degree, Pace University; Bachelor of Arts/Science, Skidmore College"
56,"Real estate, Self Made",,,"Göteborg, Sweden",Sweden,Divorced,,
54,"Restaurants, Self Made",,,"Chengdu, China",China,Married,,
63,"Palm oil, Self Made",,,"Singapore, Singapore",Indonesia,Married,4,
60,"Diversified, Self Made",,,"Urumqi, China",China,Married,2,"Master of Arts, Chinese Academy of Social Sciences; EMBA, Tianjin University"
73,"Diversified, Self Made",,,"Singapore, Singapore",Indonesia,Married,4,
66,Education,,,"Dubai, United Arab Emirates",India,Married,2,
43,"Gaming, Self Made",,,"Singapore, Singapore",Singapore,Married,2,"Bachelor of Science, Carnegie Mellon"
60,"Pharmaceuticals, Self Made",,,"Hangzhou, China",China,,,"Ph.D, Oxford University"
50,"Investments, Self Made",,,"Hong Kong, Hong Kong",China,Married,2,"Bachelor of Arts/Economics, Renmin University of China; Master of Business Administration, The Yale School of Management; Master of Arts, Yale University"
65,"Solar panel materials, Self Made",,,"Shanghai, China",China,Married,2,
69,"Fashion retail, Self Made",,,"Barcelona, Spain",Spain,Divorced,3,
82,Automotive brakes,,,"Bergamo, Italy",Italy,Married,2,
65,"Pharmaceuticals, Self Made",,,"Taixing, China",China,Married,,
60,"Real estate, Self Made",,,"Greensboro, North Carolina",United States,Married,3,"Drop Out, University of North Carolina at Greensboro"
70,"Mobile phones, Self Made",,,"Stoke-on-Trent, United Kingdom",United Kingdom,Divorced,6,
79,"Netscape, investments, Self Made",9,3,"Palm Beach, Florida",United States,Married,4,"Bachelor of Arts/Science, University of New Orleans; Master of Science, University of New Orleans; Ph.D, University of Utah"
66,"Convenience stores, Self Made",,,"Montreal, Canada",Canada,Married,2,
79,"Hair products, tequila, Self Made",10,2,"Austin, Texas",United States,Married,6,"Diploma, High School"
92,"Formula One, Self Made",,,"London, United Kingdom",United Kingdom,Married,2,
79,"Defense, hotels, Self Made",,,"Tel Aviv, Israel",Israel,Married,3,
74,Live entertainment,5,1,"Sarasota, Florida",United States,Separated,3,"Bachelor of Arts/Science, Boston University"
73,"Furniture, Self Made",,,"Hangzhou, China",China,Married,,
75,Engineering,,,"Luzerne, Switzerland",Germany,Married,6,
68,Medical devices,,,"Ohningen, Germany",Germany,,,
73,"Homebuilding, Self Made",8,1,"Fort Worth, Texas",United States,Married,2,"Bachelor of Arts/Science, University of Central Arkansas"
56,"Real estate, Self Made",,,"Moscow, Russia",Russia,Married,2,
38,Diversified,,,"Istanbul, Turkey",Turkey,Single,,
49,Samsung,,,"Seoul, South Korea",South Korea,Married,4,"Bachelor of Arts/Science, Parsons School of Design"
66,"Consumer products, Self Made",,,"Shenzhen, China",Hong Kong,Married,,
57,"Healthcare, Self Made",,,"Changsha, China",China,,,
61,"Packaging, Self Made",,,"Yuxi, China",China,Married,,"Master of Science, University of Massachusetts"
56,"Flavorings, Self Made",,,"Shanghai, China",China,,,
54,"Spotify, Self Made",,,"Stockholm, Sweden",Sweden,Single,,
87,Energy,,,"Hong Kong, Hong Kong",Hong Kong,Married,2,"Master of Arts, University of Glasgow"
91,"Drugstores, Self Made",,,"Ulm, Germany",Germany,Married,1,
89,"Software, Self Made",,,"Munich, Germany",Germany,Widowed,2,
51,"Real estate, Self Made",,,"Moscow, Russia",Russia,Married,4,"Diploma, Baku Institute of Law"
52,Real estate,,,"Mumbai, India",India,Married,2,"Bachelor of Arts/Science, University of Mumbai"
88,"Oil & gas, Self Made",,,"Buenos Aires, Argentina",Argentina,Married,7,"Drop Out, High School"
73,"Investments, Self Made",,,"Santiago, Chile",Chile,Married,4,"Doctorate, Harvard University"
65,Tires,,,"Mumbai, India",India,Married,2,
44,"Pharmaceuticals, Self Made",,,"Moscow, Russia",Russia,Married,4,"Master of Science, The National Research University Higher School of Economics"
78,"TV network, investments, Self Made",9,3,"Beverly Hills, California",United States,Married,4,"Diploma, High School"
73,"Energy drinks, Self Made",8,,"Laguna Beach, California",United States,,,"Law Degree, University of Witwatersrand"
48,"Hedge fund, Self Made",,,"New York, New York",India,,,"Bachelor of Technology, Indian Institute of Technology; Master of Arts/Science, Princeton University"
86,Medical devices,,,"Leipzig, Germany",Germany,Married,1,
46,"Hedge funds, Self Made",8,1,"New York, New York",United States,Married,,
59,Chewing gum,3,,"North Palm Beach, Florida",United States,Divorced,4,"Bachelor of Arts/Science, Duke University"
61,"Supermarkets, Self Made",,,"Beijing, China",China,,,
63,"Fashion retail, Self Made",,,"Jiangyin, China",China,Married,,
66,Jewelry,,,"Cochin, India",India,Married,3,
74,"Pharmaceuticals, Self Made",,,"Xinxiang, China",China,Married,,"Bachelor of Arts/Science, Henan Normal University"
44,"Uber, Self Made",,,"San Francisco, California",Canada,In Relationship,,"Master of Science, University of Calgary"
76,"Casinos, property, energy, Self Made",,,"Phnom Penh, Cambodia",Malaysia,Married,3,"Medical Doctor, University of Malaya"
